AreaOfInterestName,Area,ImageId,ImageDate,ImageTime,Sensor,GSDm,ImageName,OperationState
P1_PAPUAOI1,PAPUAOI1,10400100864E9900,20230627,,WV03,,PAPUAOI1_10400100864E9900_20230627.tif,Finished
